precision,recall,f1-score,support
0.9376558603491272,0.8754365541327125,0.905478627332932,3436.0
0.502903600464576,0.684044233807267,0.5796519410977242,633.0
0.8456623248955517,0.8456623248955517,0.8456623248955517,0.8456623248955517
0.7202797304068516,0.7797403939699897,0.7425652842153281,4069.0
0.8700229823675787,0.8456623248955517,0.854790917235393,4069.0
