precision,recall,f1-score,support
0.8781991982732038,0.8288707799767171,0.8528222787842492,3436.0
0.288135593220339,0.37598736176935227,0.32625085675119947,633.0
0.758417301548292,0.758417301548292,0.758417301548292,0.758417301548292
0.5831673957467713,0.6024290708730347,0.5895365677677243,4069.0
0.786405081291522,0.758417301548292,0.7709054171113762,4069.0
