precision,recall,f1-score,support
0.794884529426372,0.9316065192083819,0.8578319710572156,3436.0
0.9173989455184535,0.759604190919674,0.8310778538449292,3436.0
0.8456053550640279,0.8456053550640279,0.8456053550640279,0.8456053550640279
0.8561417374724127,0.8456053550640279,0.8444549124510724,6872.0
0.8561417374724127,0.8456053550640279,0.8444549124510724,6872.0
